"";"mun";"year";"age_group";"pop";"FXET"
"2552";"140070";2019;"From 10 to 14 years";1352;"03"
"2553";"140070";2019;"From 15 to 19 years";1093;"04"
"2554";"140070";2019;"From 20 to 24 years";971;"05"
"2555";"140070";2019;"From 25 to 29 years";864;"06"
"2556";"140070";2019;"From 30 to 34 years";666;"07"
"2557";"140070";2019;"From 35 to 39 years";534;"08"
"2558";"140070";2019;"From 40 to 44 years";385;"09"
"2559";"140070";2019;"From 45 to 49 years";286;"10"
"2560";"140070";2019;"From 5 to 9 years";1635;"02"
"2561";"140070";2019;"From 50 to 54 years";240;"11"
"2562";"140070";2019;"From 55 to 59 years";201;"12"
"2563";"140070";2019;"From 60 to 64 years";152;"13"
"2564";"140070";2019;"From 65 to 69 years";91;"14"
"2565";"140070";2019;"From 70 to 74 years";66;"15"
"2566";"140070";2019;"From 75 to 79 years";55;"16"
"2567";"140070";2019;"From 80 years or more";57;"17"
"2568";"150010";2019;"From 0 to 4 years";12514;"01"
"2569";"150010";2019;"From 10 to 14 years";14096;"03"
"2570";"150010";2019;"From 15 to 19 years";14581;"04"
"2571";"150010";2019;"From 20 to 24 years";15412;"05"
"2572";"150010";2019;"From 25 to 29 years";15265;"06"
"2573";"150010";2019;"From 30 to 34 years";14205;"07"
"2574";"150010";2019;"From 35 to 39 years";12733;"08"
"2575";"150010";2019;"From 40 to 44 years";10449;"09"
"2576";"150010";2019;"From 45 to 49 years";8723;"10"
"2577";"150010";2019;"From 5 to 9 years";12938;"02"
"2578";"150010";2019;"From 50 to 54 years";7053;"11"
"2579";"150010";2019;"From 55 to 59 years";5563;"12"
"2580";"150010";2019;"From 60 to 64 years";4529;"13"
"2581";"150010";2019;"From 65 to 69 years";3551;"14"
"2582";"150010";2019;"From 70 to 74 years";2487;"15"
"2583";"150010";2019;"From 75 to 79 years";1731;"16"
"2584";"150010";2019;"From 80 years or more";1868;"17"
"2585";"150013";2019;"From 0 to 4 years";604;"01"
"2586";"150013";2019;"From 10 to 14 years";692;"03"
"2587";"150013";2019;"From 15 to 19 years";689;"04"
"2588";"150013";2019;"From 20 to 24 years";689;"05"
"2589";"150013";2019;"From 25 to 29 years";634;"06"
"2590";"150013";2019;"From 30 to 34 years";570;"07"
"2591";"150013";2019;"From 35 to 39 years";579;"08"
"2592";"150013";2019;"From 40 to 44 years";489;"09"
"2593";"150013";2019;"From 45 to 49 years";409;"10"
"2594";"150013";2019;"From 5 to 9 years";638;"02"
"2595";"150013";2019;"From 50 to 54 years";385;"11"
"2596";"150013";2019;"From 55 to 59 years";323;"12"
"2597";"150013";2019;"From 60 to 64 years";226;"13"
"2598";"150013";2019;"From 65 to 69 years";181;"14"
"2599";"150013";2019;"From 70 to 74 years";138;"15"
"2600";"150013";2019;"From 75 to 79 years";94;"16"
"2601";"150013";2019;"From 80 years or more";94;"17"
"2602";"150020";2019;"From 0 to 4 years";5559;"01"
"2603";"150020";2019;"From 10 to 14 years";5795;"03"
"2604";"150020";2019;"From 15 to 19 years";5572;"04"
"2605";"150020";2019;"From 20 to 24 years";5516;"05"
"2606";"150020";2019;"From 25 to 29 years";4889;"06"
"2607";"150020";2019;"From 30 to 34 years";4244;"07"
"2608";"150020";2019;"From 35 to 39 years";3769;"08"
"2609";"150020";2019;"From 40 to 44 years";3222;"09"
"2610";"150020";2019;"From 45 to 49 years";2875;"10"
"2611";"150020";2019;"From 5 to 9 years";5626;"02"
"2612";"150020";2019;"From 50 to 54 years";2391;"11"
"2613";"150020";2019;"From 55 to 59 years";1876;"12"
"2614";"150020";2019;"From 60 to 64 years";1356;"13"
"2615";"150020";2019;"From 65 to 69 years";1024;"14"
"2616";"150020";2019;"From 70 to 74 years";770;"15"
"2617";"150020";2019;"From 75 to 79 years";568;"16"
"2618";"150020";2019;"From 80 years or more";539;"17"
"2619";"150030";2019;"From 0 to 4 years";4712;"01"
"2620";"150030";2019;"From 10 to 14 years";4419;"03"
"2621";"150030";2019;"From 15 to 19 years";4340;"04"
"2622";"150030";2019;"From 20 to 24 years";4103;"05"
"2623";"150030";2019;"From 25 to 29 years";3427;"06"
"2624";"150030";2019;"From 30 to 34 years";2804;"07"
"2625";"150030";2019;"From 35 to 39 years";2485;"08"
"2626";"150030";2019;"From 40 to 44 years";2006;"09"
"2627";"150030";2019;"From 45 to 49 years";1653;"10"
"2628";"150030";2019;"From 5 to 9 years";4475;"02"
"2629";"150030";2019;"From 50 to 54 years";1309;"11"
"2630";"150030";2019;"From 55 to 59 years";1004;"12"
"2631";"150030";2019;"From 60 to 64 years";816;"13"
"2632";"150030";2019;"From 65 to 69 years";634;"14"
"2633";"150030";2019;"From 70 to 74 years";395;"15"
"2634";"150030";2019;"From 75 to 79 years";312;"16"
"2635";"150030";2019;"From 80 years or more";324;"17"
"2636";"150034";2019;"From 0 to 4 years";1914;"01"
"2637";"150034";2019;"From 10 to 14 years";2261;"03"
"2638";"150034";2019;"From 15 to 19 years";2768;"04"
"2639";"150034";2019;"From 20 to 24 years";2913;"05"
"2640";"150034";2019;"From 25 to 29 years";2709;"06"
"2641";"150034";2019;"From 30 to 34 years";2900;"07"
"2642";"150034";2019;"From 35 to 39 years";2564;"08"
"2643";"150034";2019;"From 40 to 44 years";2213;"09"
"2644";"150034";2019;"From 45 to 49 years";1729;"10"
"2645";"150034";2019;"From 5 to 9 years";1956;"02"
"2646";"150034";2019;"From 50 to 54 years";1284;"11"
"2647";"150034";2019;"From 55 to 59 years";781;"12"
"2648";"150034";2019;"From 60 to 64 years";564;"13"
"2649";"150034";2019;"From 65 to 69 years";365;"14"
"2650";"150034";2019;"From 70 to 74 years";245;"15"
"2651";"150034";2019;"From 75 to 79 years";153;"16"
"2652";"150034";2019;"From 80 years or more";111;"17"
"2653";"150040";2019;"From 0 to 4 years";6032;"01"
"2654";"150040";2019;"From 10 to 14 years";5693;"03"
"2655";"150040";2019;"From 15 to 19 years";5203;"04"
"2656";"150040";2019;"From 20 to 24 years";5137;"05"
"2657";"150040";2019;"From 25 to 29 years";4817;"06"
"2658";"150040";2019;"From 30 to 34 years";4042;"07"
"2659";"150040";2019;"From 35 to 39 years";3907;"08"
"2660";"150040";2019;"From 40 to 44 years";3519;"09"
"2661";"150040";2019;"From 45 to 49 years";2885;"10"
"2662";"150040";2019;"From 5 to 9 years";5912;"02"
"2663";"150040";2019;"From 50 to 54 years";2290;"11"
"2664";"150040";2019;"From 55 to 59 years";1945;"12"
"2665";"150040";2019;"From 60 to 64 years";1659;"13"
"2666";"150040";2019;"From 65 to 69 years";1313;"14"
"2667";"150040";2019;"From 70 to 74 years";935;"15"
"2668";"150040";2019;"From 75 to 79 years";705;"16"
"2669";"150040";2019;"From 80 years or more";795;"17"
"2670";"150050";2019;"From 0 to 4 years";3367;"01"
"2671";"150050";2019;"From 10 to 14 years";3504;"03"
"2672";"150050";2019;"From 15 to 19 years";3298;"04"
"2673";"150050";2019;"From 20 to 24 years";3342;"05"
"2674";"150050";2019;"From 25 to 29 years";3024;"06"
"2675";"150050";2019;"From 30 to 34 years";2515;"07"
"2676";"150050";2019;"From 35 to 39 years";2304;"08"
"2677";"150050";2019;"From 40 to 44 years";2046;"09"
"2678";"150050";2019;"From 45 to 49 years";1767;"10"
"2679";"150050";2019;"From 5 to 9 years";3428;"02"
"2680";"150050";2019;"From 50 to 54 years";1469;"11"
"2681";"150050";2019;"From 55 to 59 years";1261;"12"
"2682";"150050";2019;"From 60 to 64 years";1017;"13"
"2683";"150050";2019;"From 65 to 69 years";696;"14"
"2684";"150050";2019;"From 70 to 74 years";459;"15"
"2685";"150050";2019;"From 75 to 79 years";303;"16"
"2686";"150050";2019;"From 80 years or more";309;"17"
"2687";"150060";2019;"From 0 to 4 years";9075;"01"
"2688";"150060";2019;"From 10 to 14 years";10937;"03"
"2689";"150060";2019;"From 15 to 19 years";11054;"04"
"2690";"150060";2019;"From 20 to 24 years";10952;"05"
"2691";"150060";2019;"From 25 to 29 years";10081;"06"
"2692";"150060";2019;"From 30 to 34 years";9421;"07"
"2693";"150060";2019;"From 35 to 39 years";9118;"08"
"2694";"150060";2019;"From 40 to 44 years";7663;"09"
"2695";"150060";2019;"From 45 to 49 years";6473;"10"
"2696";"150060";2019;"From 5 to 9 years";9702;"02"
"2697";"150060";2019;"From 50 to 54 years";5395;"11"
"2698";"150060";2019;"From 55 to 59 years";4514;"12"
"2699";"150060";2019;"From 60 to 64 years";3621;"13"
"2700";"150060";2019;"From 65 to 69 years";2546;"14"
"2701";"150060";2019;"From 70 to 74 years";1723;"15"
"2702";"150060";2019;"From 75 to 79 years";1131;"16"
"2703";"150060";2019;"From 80 years or more";1188;"17"
"2704";"150070";2019;"From 0 to 4 years";3909;"01"
"2705";"150070";2019;"From 10 to 14 years";3511;"03"
"2706";"150070";2019;"From 15 to 19 years";3305;"04"
"2707";"150070";2019;"From 20 to 24 years";2921;"05"
"2708";"150070";2019;"From 25 to 29 years";2458;"06"
"2709";"150070";2019;"From 30 to 34 years";2091;"07"
"2710";"150070";2019;"From 35 to 39 years";1757;"08"
"2711";"150070";2019;"From 40 to 44 years";1417;"09"
"2712";"150070";2019;"From 45 to 49 years";1130;"10"
"2713";"150070";2019;"From 5 to 9 years";3578;"02"
"2714";"150070";2019;"From 50 to 54 years";841;"11"
"2715";"150070";2019;"From 55 to 59 years";681;"12"
"2716";"150070";2019;"From 60 to 64 years";563;"13"
"2717";"150070";2019;"From 65 to 69 years";421;"14"
"2718";"150070";2019;"From 70 to 74 years";276;"15"
"2719";"150070";2019;"From 75 to 79 years";209;"16"
"2720";"150070";2019;"From 80 years or more";209;"17"
"2721";"150080";2019;"From 0 to 4 years";33921;"01"
"2722";"150080";2019;"From 10 to 14 years";43711;"03"
"2723";"150080";2019;"From 15 to 19 years";47298;"04"
"2724";"150080";2019;"From 20 to 24 years";48432;"05"
"2725";"150080";2019;"From 25 to 29 years";46096;"06"
"2726";"150080";2019;"From 30 to 34 years";46391;"07"
"2727";"150080";2019;"From 35 to 39 years";45965;"08"
"2728";"150080";2019;"From 40 to 44 years";41204;"09"
"2729";"150080";2019;"From 45 to 49 years";35241;"10"
"2730";"150080";2019;"From 5 to 9 years";36645;"02"
"2731";"150080";2019;"From 50 to 54 years";29471;"11"
"2732";"150080";2019;"From 55 to 59 years";23614;"12"
"2733";"150080";2019;"From 60 to 64 years";19278;"13"
"2734";"150080";2019;"From 65 to 69 years";13852;"14"
"2735";"150080";2019;"From 70 to 74 years";8985;"15"
"2736";"150080";2019;"From 75 to 79 years";5298;"16"
"2737";"150080";2019;"From 80 years or more";5196;"17"
"2738";"150085";2019;"From 0 to 4 years";2868;"01"
"2739";"150085";2019;"From 10 to 14 years";2902;"03"
"2740";"150085";2019;"From 15 to 19 years";2671;"04"
"2741";"150085";2019;"From 20 to 24 years";2676;"05"
"2742";"150085";2019;"From 25 to 29 years";2531;"06"
"2743";"150085";2019;"From 30 to 34 years";2267;"07"
"2744";"150085";2019;"From 35 to 39 years";2160;"08"
"2745";"150085";2019;"From 40 to 44 years";1805;"09"
"2746";"150085";2019;"From 45 to 49 years";1402;"10"
"2747";"150085";2019;"From 5 to 9 years";2883;"02"
"2748";"150085";2019;"From 50 to 54 years";1117;"11"
"2749";"150085";2019;"From 55 to 59 years";829;"12"
"2750";"150085";2019;"From 60 to 64 years";646;"13"
"2751";"150085";2019;"From 65 to 69 years";483;"14"
"2752";"150085";2019;"From 70 to 74 years";306;"15"
"2753";"150085";2019;"From 75 to 79 years";191;"16"
"2754";"150085";2019;"From 80 years or more";153;"17"
"2755";"150090";2019;"From 0 to 4 years";5096;"01"
"2756";"150090";2019;"From 10 to 14 years";4845;"03"
"2757";"150090";2019;"From 15 to 19 years";4575;"04"
"2758";"150090";2019;"From 20 to 24 years";4504;"05"
"2759";"150090";2019;"From 25 to 29 years";4058;"06"
"2760";"150090";2019;"From 30 to 34 years";3441;"07"
"2761";"150090";2019;"From 35 to 39 years";3112;"08"
"2762";"150090";2019;"From 40 to 44 years";2567;"09"
"2763";"150090";2019;"From 45 to 49 years";2071;"10"
"2764";"150090";2019;"From 5 to 9 years";4924;"02"
"2765";"150090";2019;"From 50 to 54 years";1750;"11"
"2766";"150090";2019;"From 55 to 59 years";1454;"12"
"2767";"150090";2019;"From 60 to 64 years";1176;"13"
"2768";"150090";2019;"From 65 to 69 years";887;"14"
"2769";"150090";2019;"From 70 to 74 years";635;"15"
"2770";"150090";2019;"From 75 to 79 years";450;"16"
"2771";"150090";2019;"From 80 years or more";453;"17"
"2772";"150095";2019;"From 0 to 4 years";2959;"01"
"2773";"150095";2019;"From 10 to 14 years";2803;"03"
"2774";"150095";2019;"From 15 to 19 years";3063;"04"
"2775";"150095";2019;"From 20 to 24 years";3276;"05"
"2776";"150095";2019;"From 25 to 29 years";2911;"06"
"2777";"150095";2019;"From 30 to 34 years";2731;"07"
"2778";"150095";2019;"From 35 to 39 years";2447;"08"
"2779";"150095";2019;"From 40 to 44 years";2042;"09"
"2780";"150095";2019;"From 45 to 49 years";1627;"10"
"2781";"150095";2019;"From 5 to 9 years";2790;"02"
"2782";"150095";2019;"From 50 to 54 years";1318;"11"
"2783";"150095";2019;"From 55 to 59 years";999;"12"
"2784";"150095";2019;"From 60 to 64 years";790;"13"
"2785";"150095";2019;"From 65 to 69 years";583;"14"
"2786";"150095";2019;"From 70 to 74 years";430;"15"
"2787";"150095";2019;"From 75 to 79 years";298;"16"
"2788";"150095";2019;"From 80 years or more";271;"17"
"2789";"150100";2019;"From 0 to 4 years";1798;"01"
"2790";"150100";2019;"From 10 to 14 years";1662;"03"
"2791";"150100";2019;"From 15 to 19 years";1597;"04"
"2792";"150100";2019;"From 20 to 24 years";1644;"05"
"2793";"150100";2019;"From 25 to 29 years";1382;"06"
"2794";"150100";2019;"From 30 to 34 years";1060;"07"
"2795";"150100";2019;"From 35 to 39 years";1024;"08"
"2796";"150100";2019;"From 40 to 44 years";869;"09"
"2797";"150100";2019;"From 45 to 49 years";748;"10"
"2798";"150100";2019;"From 5 to 9 years";1781;"02"
"2799";"150100";2019;"From 50 to 54 years";682;"11"
"2800";"150100";2019;"From 55 to 59 years";570;"12"
"2801";"150100";2019;"From 60 to 64 years";490;"13"
"2802";"150100";2019;"From 65 to 69 years";399;"14"
"2803";"150100";2019;"From 70 to 74 years";268;"15"
"2804";"150100";2019;"From 75 to 79 years";205;"16"
"2805";"150100";2019;"From 80 years or more";209;"17"
"2806";"150110";2019;"From 0 to 4 years";4084;"01"
"2807";"150110";2019;"From 10 to 14 years";3438;"03"
"2808";"150110";2019;"From 15 to 19 years";3402;"04"
"2809";"150110";2019;"From 20 to 24 years";3393;"05"
"2810";"150110";2019;"From 25 to 29 years";2766;"06"
"2811";"150110";2019;"From 30 to 34 years";2264;"07"
"2812";"150110";2019;"From 35 to 39 years";1994;"08"
"2813";"150110";2019;"From 40 to 44 years";1533;"09"
"2814";"150110";2019;"From 45 to 49 years";1184;"10"
"2815";"150110";2019;"From 5 to 9 years";3662;"02"
"2816";"150110";2019;"From 50 to 54 years";850;"11"
"2817";"150110";2019;"From 55 to 59 years";647;"12"
"2818";"150110";2019;"From 60 to 64 years";545;"13"
"2819";"150110";2019;"From 65 to 69 years";352;"14"
"2820";"150110";2019;"From 70 to 74 years";246;"15"
"2821";"150110";2019;"From 75 to 79 years";164;"16"
"2822";"150110";2019;"From 80 years or more";149;"17"
"2823";"150120";2019;"From 0 to 4 years";4462;"01"
"2824";"150120";2019;"From 10 to 14 years";4536;"03"
"2825";"150120";2019;"From 15 to 19 years";4894;"04"
"2826";"150120";2019;"From 20 to 24 years";4882;"05"
"2827";"150120";2019;"From 25 to 29 years";4417;"06"
"2828";"150120";2019;"From 30 to 34 years";4173;"07"
"2829";"150120";2019;"From 35 to 39 years";3682;"08"
"2830";"150120";2019;"From 40 to 44 years";3160;"09"
"2831";"150120";2019;"From 45 to 49 years";2313;"10"
"2832";"150120";2019;"From 5 to 9 years";4333;"02"
"2833";"150120";2019;"From 50 to 54 years";1826;"11"
"2834";"150120";2019;"From 55 to 59 years";1425;"12"
"2835";"150120";2019;"From 60 to 64 years";1162;"13"
"2836";"150120";2019;"From 65 to 69 years";842;"14"
"2837";"150120";2019;"From 70 to 74 years";551;"15"
"2838";"150120";2019;"From 75 to 79 years";410;"16"
"2839";"150120";2019;"From 80 years or more";378;"17"
"2840";"150125";2019;"From 0 to 4 years";274;"01"
"2841";"150125";2019;"From 10 to 14 years";283;"03"
"2842";"150125";2019;"From 15 to 19 years";274;"04"
"2843";"150125";2019;"From 20 to 24 years";258;"05"
"2844";"150125";2019;"From 25 to 29 years";243;"06"
"2845";"150125";2019;"From 30 to 34 years";223;"07"
"2846";"150125";2019;"From 35 to 39 years";256;"08"
"2847";"150125";2019;"From 40 to 44 years";215;"09"
"2848";"150125";2019;"From 45 to 49 years";224;"10"
"2849";"150125";2019;"From 5 to 9 years";270;"02"
"2850";"150125";2019;"From 50 to 54 years";182;"11"
"2851";"150125";2019;"From 55 to 59 years";155;"12"
"2852";"150125";2019;"From 60 to 64 years";139;"13"
"2853";"150125";2019;"From 65 to 69 years";118;"14"
"2854";"150125";2019;"From 70 to 74 years";81;"15"
"2855";"150125";2019;"From 75 to 79 years";49;"16"
"2856";"150125";2019;"From 80 years or more";42;"17"
"2857";"150130";2019;"From 0 to 4 years";10812;"01"
"2858";"150130";2019;"From 10 to 14 years";11911;"03"
"2859";"150130";2019;"From 15 to 19 years";11985;"04"
"2860";"150130";2019;"From 20 to 24 years";12709;"05"
"2861";"150130";2019;"From 25 to 29 years";11981;"06"
"2862";"150130";2019;"From 30 to 34 years";11241;"07"
"2863";"150130";2019;"From 35 to 39 years";10053;"08"
"2864";"150130";2019;"From 40 to 44 years";8123;"09"
"2865";"150130";2019;"From 45 to 49 years";6606;"10"
"2866";"150130";2019;"From 5 to 9 years";11091;"02"
"2867";"150130";2019;"From 50 to 54 years";5375;"11"
"2868";"150130";2019;"From 55 to 59 years";4222;"12"
"2869";"150130";2019;"From 60 to 64 years";3223;"13"
"2870";"150130";2019;"From 65 to 69 years";2144;"14"
"2871";"150130";2019;"From 70 to 74 years";1404;"15"
"2872";"150130";2019;"From 75 to 79 years";880;"16"
"2873";"150130";2019;"From 80 years or more";920;"17"
"2874";"150140";2019;"From 0 to 4 years";84462;"01"
"2875";"150140";2019;"From 10 to 14 years";116066;"03"
"2876";"150140";2019;"From 15 to 19 years";122279;"04"
"2877";"150140";2019;"From 20 to 24 years";122422;"05"
"2878";"150140";2019;"From 25 to 29 years";119236;"06"
"2879";"150140";2019;"From 30 to 34 years";125984;"07"
"2880";"150140";2019;"From 35 to 39 years";129076;"08"
"2881";"150140";2019;"From 40 to 44 years";118102;"09"
"2882";"150140";2019;"From 45 to 49 years";104110;"10"
"2883";"150140";2019;"From 5 to 9 years";94538;"02"
"2884";"150140";2019;"From 50 to 54 years";90188;"11"
"2885";"150140";2019;"From 55 to 59 years";75374;"12"
"2886";"150140";2019;"From 60 to 64 years";62928;"13"
"2887";"150140";2019;"From 65 to 69 years";47124;"14"
"2888";"150140";2019;"From 70 to 74 years";33617;"15"
"2889";"150140";2019;"From 75 to 79 years";22141;"16"
"2890";"150140";2019;"From 80 years or more";25098;"17"
"2891";"150145";2019;"From 0 to 4 years";1690;"01"
"2892";"150145";2019;"From 10 to 14 years";1611;"03"
"2893";"150145";2019;"From 15 to 19 years";1643;"04"
"2894";"150145";2019;"From 20 to 24 years";1594;"05"
"2895";"150145";2019;"From 25 to 29 years";1437;"06"
"2896";"150145";2019;"From 30 to 34 years";1180;"07"
"2897";"150145";2019;"From 35 to 39 years";1225;"08"
"2898";"150145";2019;"From 40 to 44 years";1176;"09"
"2899";"150145";2019;"From 45 to 49 years";964;"10"
"2900";"150145";2019;"From 5 to 9 years";1625;"02"
"2901";"150145";2019;"From 50 to 54 years";862;"11"
